time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,23.518032354047,8.8451847563197e-07,286.69633047411,2.699999999997,-4.7129972147555e-07

