time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,76.877436454172,2.488313335264e-06,653.19528421181,4.0000000000044,-7.0332615713053e-07
