time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,67.701954607119,2.2955577877341e-06,573.2217505261,4.0000000000029,-7.0152590689306e-07
