time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,86.052829091712,2.6926192047581e-06,733.17446206681,4.00000000001,-7.0420272383508e-07

