time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,52.24400627596,2.6164970409793e-06,327.16845465477,5.3000000001246,-9.0742466917189e-07

