time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,23.518032353758,8.8456405555443e-07,286.69633047407,2.6999999999805,-4.7129759430826e-07
