time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,63.114180229097,2.1903124137213e-06,533.2378695513,3.9999999999982,-7.0103145475286e-07

