time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,99.815750782374,3.0040447176032e-06,853.15040671211,3.9999999999994,-7.0504136938528e-07

