time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,95.228132520522,2.9022977849674e-06,813.15765255046,3.9999999999941,-7.0469508442309e-07
