time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,90.636059195024,2.8264034705072e-06,773.16563344945,3.9999999999978,-7.0368477867282e-07
