time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,63.114180228485,2.1903915337048e-06,533.23786955118,3.9999999999709,-7.0102948065299e-07
