time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,104.403346742,3.1033039048309e-06,893.14379768123,4.0000000000008,-7.0546142348872e-07

