time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,58.526383547016,2.0915575199733e-06,493.25651576616,4.0000000000111,-7.0000488921584e-07
