time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,53.938564559336,1.9923039010382e-06,453.27833405986,3.9999999999999,-6.9886914052653e-07
