time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,113.57847175456,3.3074013931064e-06,973.13218136552,4.0000000000004,-7.0599806418202e-07

