time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,104.40334674217,3.1031444974849e-06,893.14379768118,4.000000000005,-7.0546931162196e-07
