time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,86.052829091792,2.6927349892272e-06,733.17446206686,4.000000000011,-7.0420018784022e-07
